video_id,video_name,frame_name,timestamp,action_triplet,L-O_triplet,L-O_action_verb_id,L-O_action_verb_class,L-O_action_bbox,left_hand_bbox,O1_class,O1_bbox,R-O_triplet,R-O_action_verb id,R-O_action_verb class,R-O_action_bbox,right_hand_bbox,O2_class,O2_bbox,O-O_triplet,O-O_action_verb_id,O-O_action_verb_class,O-O_action_bbox,subject_class,subject_bbox,object_class,object_bbox,clip_id,clip_name,action_verb triplet,action_verb triplet_id
86,k_86,img_000271.jpg,10.84,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 363.0675683763242, 'y': 138.12819438625888, 'width': 256.2652462744629, 'height': 139.51571009635526}","{'x': 413.6070381231672, 'y': 136.53958944281518, 'width': 222.63929618768313, 'height': 160.46920821114367}",apple-head,"{'x': 352.37536656891496, 'y': 147.09677419354833, 'width': 121.75953079178886, 'height': 109.09090909090908}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 213.03489137590512, 'y': 9.853372434017594, 'width': 256.2853551977976, 'height': 94.66993835657429}","{'x': 322.81524926686217, 'y': 2.8152492668621694, 'width': 166.8035190615836, 'height': 38.70967741935483}",utility-knife-handlee,"{'x': 205.9824046920821, 'y': 22.521994134897355, 'width': 244.2228739002932, 'height': 92.90322580645159}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000272.jpg,10.88,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 363.0675683763242, 'y': 138.12819438625888, 'width': 256.2652462744629, 'height': 139.51571009635526}","{'x': 413.6070381231672, 'y': 136.53958944281518, 'width': 222.63929618768313, 'height': 160.46920821114367}",apple-head,"{'x': 352.37536656891496, 'y': 147.09677419354833, 'width': 121.75953079178886, 'height': 109.09090909090908}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 213.03489137590512, 'y': 9.853372434017594, 'width': 256.2853551977976, 'height': 94.66993835657429}","{'x': 322.81524926686217, 'y': 2.8152492668621694, 'width': 166.8035190615836, 'height': 38.70967741935483}",utility-knife-handlee,"{'x': 205.9824046920821, 'y': 22.521994134897355, 'width': 244.2228739002932, 'height': 92.90322580645159}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000273.jpg,10.92,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 363.0675683763242, 'y': 138.12819438625888, 'width': 256.2652462744629, 'height': 139.51571009635526}","{'x': 413.6070381231672, 'y': 136.53958944281518, 'width': 222.63929618768313, 'height': 160.46920821114367}",apple-head,"{'x': 352.37536656891496, 'y': 147.09677419354833, 'width': 121.75953079178886, 'height': 109.09090909090908}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 213.03489137590512, 'y': 9.853372434017594, 'width': 256.2853551977976, 'height': 94.66993835657429}","{'x': 322.81524926686217, 'y': 2.8152492668621694, 'width': 166.8035190615836, 'height': 38.70967741935483}",utility-knife-handlee,"{'x': 205.9824046920821, 'y': 22.521994134897355, 'width': 244.2228739002932, 'height': 92.90322580645159}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000274.jpg,10.96,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 330.19809683404156, 'y': 119.70554790831285, 'width': 298.63474774073853, 'height': 140.7050092764378}","{'x': 388.9736070381232, 'y': 111.20234604105565, 'width': 248.91495601173, 'height': 167.50733137829906}",apple-head,"{'x': 324.92668621700875, 'y': 139.35483870967735, 'width': 108.3870967741935, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 269.8512179065174, 'y': 9.853372434017594, 'width': 167.14249805494055, 'height': 95.64953019330899}","{'x': 324.92668621700875, 'y': 0, 'width': 133.72434017595305, 'height': 43.63636363636362}",utility-knife-handlee,"{'x': 258.0645161290322, 'y': 11.964809384164221, 'width': 169.61876832844558, 'height': 102.75659824046916}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000275.jpg,11,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 330.19809683404156, 'y': 119.70554790831285, 'width': 298.63474774073853, 'height': 140.7050092764378}","{'x': 388.9736070381232, 'y': 111.20234604105565, 'width': 248.91495601173, 'height': 167.50733137829906}",apple-head,"{'x': 324.92668621700875, 'y': 139.35483870967735, 'width': 108.3870967741935, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 269.8512179065174, 'y': 9.853372434017594, 'width': 167.14249805494055, 'height': 95.64953019330899}","{'x': 324.92668621700875, 'y': 0, 'width': 133.72434017595305, 'height': 43.63636363636362}",utility-knife-handlee,"{'x': 258.0645161290322, 'y': 11.964809384164221, 'width': 169.61876832844558, 'height': 102.75659824046916}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000276.jpg,11.04,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 330.19809683404156, 'y': 119.70554790831285, 'width': 298.63474774073853, 'height': 140.7050092764378}","{'x': 388.9736070381232, 'y': 111.20234604105565, 'width': 248.91495601173, 'height': 167.50733137829906}",apple-head,"{'x': 324.92668621700875, 'y': 139.35483870967735, 'width': 108.3870967741935, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 269.8512179065174, 'y': 9.853372434017594, 'width': 167.14249805494055, 'height': 95.64953019330899}","{'x': 324.92668621700875, 'y': 0, 'width': 133.72434017595305, 'height': 43.63636363636362}",utility-knife-handlee,"{'x': 258.0645161290322, 'y': 11.964809384164221, 'width': 169.61876832844558, 'height': 102.75659824046916}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000277.jpg,11.08,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 315.5951153919971, 'y': 108.75331182677952, 'width': 321.2693689759073, 'height': 169.9109721605266}","{'x': 388.9736070381232, 'y': 111.20234604105565, 'width': 248.91495601173, 'height': 167.50733137829906}",apple-head,"{'x': 316.8950464238843, 'y': 140.08498778177955, 'width': 108.3870967741935, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 258.1688327528818, 'y': 2.5518817129953844, 'width': 201.45950444374492, 'height': 113.17310792376227}","{'x': 324.92668621700875, 'y': 0, 'width': 133.72434017595305, 'height': 43.63636363636362}",utility-knife-handlee,"{'x': 258.0645161290322, 'y': 11.964809384164221, 'width': 169.61876832844558, 'height': 102.75659824046916}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000278.jpg,11.12,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 317.93121164549746, 'y': 118.51006136720424, 'width': 321.84957899243614, 'height': 152.54916512059373}","{'x': 386.158357771261, 'y': 119.64809384164214, 'width': 250.32258064516108, 'height': 151.31964809384155}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 309.4034813113153, 'y': 0, 'width': 151.99782705773492, 'height': 155.6377631585005}","{'x': 321.407624633431, 'y': 0, 'width': 137.24340175953077, 'height': 60.52785923753663}",utility-knife-handlee,"{'x': 310.8504398826979, 'y': 2.1114369501466275, 'width': 82.34604105571826, 'height': 154.13489736070372}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000279.jpg,11.16,"[{""L-O_triple1"":""(hand_left,press-on,apple_middle)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-middle']",8,press-on,"{'x': 313.9565161176175, 'y': 118.46103803308587, 'width': 324.9437187563283, 'height': 148.77481609516101}","{'x': 386.158357771261, 'y': 119.64809384164214, 'width': 250.32258064516108, 'height': 151.31964809384155}",apple-middle,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 310.79941515406483, 'y': 0, 'width': 148.03701028197983, 'height': 159.03917668328847}","{'x': 321.407624633431, 'y': 0, 'width': 137.24340175953077, 'height': 60.52785923753663}",utility-knife-handlee,"{'x': 310.8504398826979, 'y': 2.1114369501466275, 'width': 82.34604105571826, 'height': 154.13489736070372}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000280.jpg,11.2,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 315.50421928302114, 'y': 129.5014662756598, 'width': 321.16535998563654, 'height': 141.6503496503496}","{'x': 384.7507331378299, 'y': 125.98240469208204, 'width': 252.4340175953077, 'height': 147.0967741935483}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 320.636413135163, 'y': 4.103360642113742, 'width': 139.42223789122994, 'height': 168.31076900703894}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 329.149560117302, 'y': 39.526468220255516, 'width': 73.72887106448587, 'height': 132.82092632068733}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000281.jpg,11.24,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 315.50421928302114, 'y': 129.5014662756598, 'width': 321.16535998563654, 'height': 141.6503496503496}","{'x': 384.7507331378299, 'y': 125.98240469208204, 'width': 252.4340175953077, 'height': 147.0967741935483}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 320.636413135163, 'y': 4.103360642113742, 'width': 139.42223789122994, 'height': 168.31076900703894}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 329.149560117302, 'y': 39.526468220255516, 'width': 73.72887106448587, 'height': 132.82092632068733}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000282.jpg,11.28,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 315.50421928302114, 'y': 129.5014662756598, 'width': 321.16535998563654, 'height': 141.6503496503496}","{'x': 384.7507331378299, 'y': 125.98240469208204, 'width': 252.4340175953077, 'height': 147.0967741935483}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 320.636413135163, 'y': 4.103360642113742, 'width': 139.42223789122994, 'height': 168.31076900703894}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 329.149560117302, 'y': 39.526468220255516, 'width': 73.72887106448587, 'height': 132.82092632068733}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000283.jpg,11.32,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 312.8189045977065, 'y': 117.41755019174371, 'width': 324.5220033422799, 'height': 146.3496503496503}","{'x': 383.4080757951726, 'y': 117.25513196480931, 'width': 252.4340175953077, 'height': 147.0967741935483}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 320.636413135163, 'y': 4.103360642113742, 'width': 139.42223789122994, 'height': 168.31076900703894}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 329.149560117302, 'y': 39.526468220255516, 'width': 73.72887106448587, 'height': 132.82092632068733}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000284.jpg,11.36,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 312.8189045977065, 'y': 117.41755019174371, 'width': 324.5220033422799, 'height': 146.3496503496503}","{'x': 383.4080757951726, 'y': 117.25513196480931, 'width': 252.4340175953077, 'height': 147.0967741935483}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 320.636413135163, 'y': 4.103360642113742, 'width': 139.42223789122994, 'height': 168.31076900703894}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 329.149560117302, 'y': 39.526468220255516, 'width': 73.72887106448587, 'height': 132.82092632068733}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000285.jpg,11.4,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 312.8189045977065, 'y': 117.41755019174371, 'width': 324.5220033422799, 'height': 146.3496503496503}","{'x': 383.4080757951726, 'y': 117.25513196480931, 'width': 252.4340175953077, 'height': 147.0967741935483}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 320.636413135163, 'y': 4.103360642113742, 'width': 139.42223789122994, 'height': 168.31076900703894}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 329.149560117302, 'y': 39.526468220255516, 'width': 73.72887106448587, 'height': 132.82092632068733}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000286.jpg,11.44,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.3659658314037, 'y': 113.38957816377167, 'width': 323.32460166561543, 'height': 161.11888111888106}","{'x': 384.7507331378299, 'y': 113.31378299120226, 'width': 253.13782991202322, 'height': 159.76539589442802}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 269.8224908731821, 'y': 0, 'width': 191.1286815675268, 'height': 150.32883906228486}","{'x': 321.40762463343094, 'y': 0, 'width': 137.24340175953077, 'height': 71.08504398826977}",utility-knife-handlee,"{'x': 272.1322531193929, 'y': 44.514393573952454, 'width': 115.53964822446733, 'height': 107.61498577577309}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000287.jpg,11.48,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 384.7507331378299, 'y': 113.31378299120226, 'width': 253.13782991202322, 'height': 159.76539589442802}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 243.37351128134532, 'y': 0.057454066670654745, 'width': 216.54998056397605, 'height': 129.0338020353118}","{'x': 310.1466275659822, 'y': 0, 'width': 145.68914956011727, 'height': 87.97653958944278}",utility-knife-handlee,"{'x': 240.55255801413603, 'y': 36.46279703934554, 'width': 129.7430161981475, 'height': 92.33485691959865}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000288.jpg,11.52,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 384.7507331378299, 'y': 113.31378299120226, 'width': 253.13782991202322, 'height': 159.76539589442802}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 243.37351128134532, 'y': 0.057454066670654745, 'width': 216.54998056397605, 'height': 129.0338020353118}","{'x': 310.1466275659822, 'y': 0, 'width': 145.68914956011727, 'height': 87.97653958944278}",utility-knife-handlee,"{'x': 240.55255801413603, 'y': 36.46279703934554, 'width': 129.7430161981475, 'height': 92.33485691959865}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000289.jpg,11.56,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 147.37351128134532, 'y': 0.05745406667065475, 'width': 312.5499805639761, 'height': 109.56527056678033}","{'x': 310.1466275659822, 'y': 0, 'width': 145.68914956011727, 'height': 87.97653958944278}",utility-knife-handlee,"{'x': 147.2378726994507, 'y': 36.46279703934554, 'width': 223.05770151283284, 'height': 72.1949967797385}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000290.jpg,11.6,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 133.9469378547719, 'y': 0.05745406667065475, 'width': 325.9765539905495, 'height': 109.56527056678033}","{'x': 310.1466275659822, 'y': 0, 'width': 143.67516354613127, 'height': 104.08842770133089}",utility-knife-handlee,"{'x': 135.82528528686328, 'y': 39.14811172466022, 'width': 223.05770151283284, 'height': 72.1949967797385}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000291.jpg,11.64,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 133.9469378547719, 'y': 0.05745406667065475, 'width': 325.9765539905495, 'height': 109.56527056678033}","{'x': 310.1466275659822, 'y': 0, 'width': 143.67516354613127, 'height': 104.08842770133089}",utility-knife-handlee,"{'x': 135.82528528686328, 'y': 39.14811172466022, 'width': 223.05770151283284, 'height': 72.1949967797385}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000292.jpg,11.68,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 118.50637841421245, 'y': 0.05745406667065475, 'width': 341.417113431109, 'height': 98.82401182552158}","{'x': 310.1466275659822, 'y': 0, 'width': 143.67516354613127, 'height': 104.08842770133089}",utility-knife-handlee,"{'x': 118.37073983231782, 'y': 23.036223612772105, 'width': 325.7709882261195, 'height': 74.20898279372452}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000293.jpg,11.72,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 106.42246233029637, 'y': 0.05745406667065475, 'width': 353.50102951502504, 'height': 96.81002581153557}","{'x': 310.1466275659822, 'y': 0, 'width': 143.67516354613127, 'height': 104.08842770133089}",utility-knife-handlee,"{'x': 106.95815241973041, 'y': 23.036223612772105, 'width': 337.18357563870694, 'height': 74.20898279372452}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000294.jpg,11.76,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 101.72316163099566, 'y': 0.05745406667065475, 'width': 358.20033021432573, 'height': 98.82401182552158}","{'x': 310.1466275659822, 'y': 0, 'width': 143.67516354613127, 'height': 104.08842770133089}",utility-knife-handlee,"{'x': 102.93018039175838, 'y': 23.036223612772105, 'width': 341.211547666679, 'height': 76.22296880771053}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
86,k_86,img_000295.jpg,11.8,"[{""L-O_triple1"":""(hand_left,press-on,apple_head)"",""O-O_triple3"":""none"",""R-O_triple2"":""(hand_right,hold-in,utility-knife_handle)""}]","['hand-left', 'press-on', 'apple-head']",8,press-on,"{'x': 314.5291125857514, 'y': 111.37559214978566, 'width': 320.99167998573245, 'height': 160.2630693006052}","{'x': 361.9255583126551, 'y': 114.65644033385959, 'width': 275.96300473719805, 'height': 158.42273855177066}",apple-head,"{'x': 315.07331378299114, 'y': 139.35483870967735, 'width': 118.2404692082111, 'height': 110.49853372434015}","['hand-right', 'hold-in', 'utility-knife-handle']",5,hold-in,"{'x': 101.72316163099566, 'y': 0.05745406667065475, 'width': 358.20033021432573, 'height': 98.82401182552158}","{'x': 310.1466275659822, 'y': 0, 'width': 143.67516354613127, 'height': 104.08842770133089}",utility-knife-handlee,"{'x': 102.2588517204297, 'y': 14.980279556828048, 'width': 341.211547666679, 'height': 76.22296880771053}",none,none,none,none,none,none,none,none,2264,k_86_13,"['press-on', 'hold-in', 'none']",320
